original_text,label,label_name,paraphrase,similarity
"Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantano and called in Timo Glock as a replacement. The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday #39;s inaugural Chinese Grand Prix.",1,Sports,Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantano and called in Timo Glock as a replacement. The team said contractual difficulties were behind the split and confirmed German Glock would race in Sunday's inaugural Chinese Grand Prix.,0.9948
"Israel sends Syria tough message with Hamas strike Widening its pursuit of Hamas beyond the occupied territories, Israel reached into Damascus Sunday, dealing a blow to both Hamas and Syria.",0,World,"Israel sends Syria tough message with Hamas strike Widening its pursuit of Hamas beyond the occupied territories, Israel reached Damascus on Sunday, dealing a blow to both Hamas and Syria.",0.9968
Africa fights AIDS with girl power A bill is currently in Uganda's parliament that would strengthen women's rights.,0,World,Africa fights AIDS with girl power A bill is currently in Uganda's parliament that would strengthen women's rights.,1.0
Oil Eases on Profit-Taking  SINGAPORE (Reuters) - Oil prices slipped further from  record highs on Wednesday as traders locked in profits after  the market's \$10 surge since mid-August.,2,Business,OIL Eases on Profit-taking  SINGAPORE (Reuters) - Oil prices slipped further from record highs on Wednesday as traders locked in profits after the market's $10 surge since mid-August.,0.9991
"Life without numbers in a unique Amazon tribe 11=2. Mathematics doesn #39;t get any more basic than this, but even 11 would stump the brightest minds among the Piraha tribe of the Amazon. ",3,Sci/Tech,"Life without numbers in a unique Amazon tribe 11=2. Mathematics doesn't get any more basic than this, but even 11 would stump the brightest minds among the Piraha tribe of the Amazon.",0.98
British Energy to delist to save rescue plan Beleaguered British Energy has applied to delist its shares as it tries to stop shareholders from blocking a restructuring plan to keep the company in business.,2,Business,British Energy to delist to save rescue plan Beleaguered British Energy has applied for a delist as it tries to stop shareholders from blocking a restructuring plan to keep the company in business.,0.9453
"Army restricted ethnic recruits The British Army secretly restricted numbers of ethnic recruits, according to official files just released.",0,World,"Army restricted ethnic recruits The British army secretly restricted numbers of ethnic recruits, according to official files.",0.9874
"In Retaken Iraqi City, Perils Lurk U.S. forces have controlled Tall Afar since Sunday, after deadly battles last week. On Tuesday, soldiers, led by an Iraqi known as ""The Source,"" reopened the city and searched for insurgents.",0,World,"In the retaken Iraqi city, perils Lurk U.S. forces have controlled Tall Afar since Sunday, after deadly battles last week. On Tuesday, soldiers, led by an Iraqi known as ""The Source,"" reopened the city and searched for insurgents.",0.998
"Canning Zook could backfire on the Gators Florida long-snapper Casey Griffith let the secret slip while talking to a Fort Lauderdale (Fla.) Sun-Sentinel reporter this week:  quot;Don #39;t tell anyone I told you this, but someone inside the system told me they heard we #39;re going to be playing against ",1,Sports,"Canning Zook could backfire on the Gators Florida long-snapper Casey Griffith, who let the secret slip while talking to a Fort Lauderdale (Fla.) Sun-Sentinel reporter this week: ""Don't tell anyone I told you this, but someone inside the system told me they heard we #39;re going to be playing against.",0.9645
"Hawks Evicted From New York City Perch (AP) AP - Pale Male the city hawk was evicted from his nest, and the flap has already begun.",3,Sci/Tech,"Hawks Evicted From New York City Perch (AP) AP - Pale Male the city hawk was evicted from his nest, and the flap has already begun.",1.0
"Quietly, tide of opinion turns on Chechen war Although discussion of the war has been marginalized, many experts say Russians may not prefer it that way.",0,World,"Quietly, the tide of opinion turns on the Chechen War.Although discussion of the war has been marginalized, many experts say Russians may not prefer it that way.",0.9834
Casino owners team up in Macao MACAO Publishing  amp; Broadcasting said Tuesday that it had bought a stake in Stanley Ho #39;s latest gambling project in Macao as Asia #39;s two leading casino operators team up to expand in the region.,2,Business,Casino owners team up in Macau MACAO Publishing  amp ; Broadcasting said Tuesday that it had bought a stake in Stanley Ho's latest gambling project in Macao as Asia's two leading casino operators team up to expand in the region.,0.9688
Government to sell stake in oil business The Canadian government is getting out of the oil-and-gas business by selling off its stake in Petro-Canada for about \$3.1 billion.,2,Business,The Canadian government is selling off its stake in Petro-Canada for $3.1 billion.,0.8882
SportsNetwork Game Preview (Sports Network) - Tim Wakefield tries for his first win in three starts this evening when the Boston Red Sox continue their three-game series with the Tampa Bay Devil Rays at Fenway Park.,1,Sports,Tim Wakefield will try for his first win in three starts this evening when the Boston Red Sox continue their three-game series with the Tampa Bay Devil Rays at Fenway Park.,0.9026
"Nortel Cuts Fewer Jobs, Exits Real Estate  OTTAWA (Reuters) - Nortel Networks Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NT.TO target=/stocks/quickinfo/fullquote""&gt;NT.TO&lt;/A&gt; on  Thursday said it would eliminate about 10 percent of its work  force, slightly less than previously estimated, and consolidate  real estate in a cost-cutting plan that will save \$500 million  in 2005.",2,Business,"Nortel Cuts fewer than 10 percent of its work force, slightly less than previously estimated, in a cost-cutting plan that will save $500 million in 2005.",0.7925
"P. Diddy Takes Vote Drive to Swing States (AP) AP - Hip-hop mogul Sean ""P. Diddy"" Combs is following the lead of President Bush and Sen. John Kerry by taking his get-out-the-vote campaign to the swing states.",0,World,"Sean ""P. Diddy"" Combs is following the lead of President Bush and Sen. John Kerry by leading his get-out-the-vote campaign to swing states.",0.9173
"Jacobs Engineering Names Watson Chairman Shares of the engineering company closed earlier down 37 cents, or just under 1 percent, at \$40.36 on the New York Stock Exchange.",2,Business,"Jacobs Engineering named Watson chairman, down 37 cents, or 1 percent, to $40.36 on the New York Stock Exchange.",0.8615
Silvestre #39;s double goals help Man. United beat Liverpool Silvestre became Man. United #39;s hero as he scored twice to lift a 2-1 victory over Liverpool for home side when all eyes were on Rio Ferdinand as he returned after an eight-match ban on Monday.,1,Sports,Silvestre #39; s double goals help Man. United beat Liverpool Silvestre became the hero as he scored twice to lift a 2-1 victory over Liverpool for home side when all eyes were on Rio Ferdinand after an eight-match ban on Monday.,0.9743
"Vodafone keen on future expansion Vodafone said today it remained keen on purchases in France, eastern Europe and Asia and Africa as it detailed annual cost cuts expected to reach 2.",2,Business,"Vodafone keen on future expansion, said today it remained keen on purchases in France, eastern Europe and Asia and Africa as it detailed annual cost cuts expected to reach 2.5 billion.",0.966
"Syracuse Guard Ruled Ineligible for Fall (AP) AP - Syracuse point guard Billy Edelin has been declared ineligible for the first semester of the academic year because he does not meet NCAA academic requirements, school officials said Tuesday.",1,Sports,"Syracuse guard Billy Edelin has been ruled ineligible for the first semester of the academic year because he does not meet NCAA academic requirements, school officials said Tuesday.",0.8867
"Lego, Carrefour in French Price-Fix Probe (AP) AP - French competition authorities are investigating Danish toy maker Lego Systems AS and supermarket retailer Carrefour SA as part of a probe into alleged price fixing in the French toy market in 2002 and early 2003.",2,Business,French competition authorities are investigating Danish toy maker Lego Systems AS and supermarket retailer Carrefour SA as part of a probe into alleged price fixing in the French toy market in 2002 and early 2003.,0.8291
"Mother of Jackson Accuser Testifies SANTA MARIA, Calif. - The mother of the boy accusing Michael Jackson of molestation testified Friday she does not remember a private investigator telling her that he was working for one of the pop star's attorneys, but believed he worked directly for the singer...",0,World,"The mother of Jackson accuser testified Friday she does not remember a private investigator telling her that he was working for one of the pop star's attorneys, but believed he worked directly for the singer...",0.7179
Dollar Gains Vs Yen (Reuters) Reuters - The dollar rose to a five-week high\against the yen on Thursday as rising oil prices hurt Asian\currencies and the market decided that U.S. interest rates were\still on a rising path.,2,Business,Dollar Gains Vs Yen (Reuters) Reuters - The dollar rose to a five-week high against the yen on Thursday as rising oil prices hurt Asian currencies and the market decided that U.S. interest rates were still on a rising path.,0.993
Bernhard is off the list for key GM post General Motors Corp. won #39;t offer its top advanced vehicle development job to former Chrysler Group Chief Operating Officer Wolfgang Bernhard but likely will divvy it up instead ,2,Business,Bernhard is off the list for key GM post General Motors Corp. won't offer its top advanced vehicle development job to former Chrysler Group Chief Operating Officer Wolfgang Bernhard but likely will divvy it up instead.,0.967
"DaimlerChrysler, GM to team up on hybrid engines General Motors and DaimlerChrysler say they #39;re teaming up to develop hybrid technology for use in their vehicles. The two giant automakers say they have signed a memorandum of understanding.",2,Business,General Motors and DaimlerChrysler say they are teaming up to develop hybrid technology for use in their vehicles.,0.788
Terror is below radar in Russia It took 2 days for Russia #39;s security service to announce what virtually everyone else believed from the moment two domestic passenger airlines plunged to earth simultaneously ,0,World,Terror is below radar in Russia It took 2 days for Russia's security service to announce what virtually everyone else believed from the moment two domestic passenger airlines plunged to earth simultaneously ,0.9765
Sudanese rebels squabble with government over ceasefire violations (AFP) AFP - Sudanese rebels walked away from African Union peace talks to hold a 24-hour boycott in protest at alleged government attacks on civilians in the war-torn western province of Darfur.,0,World,Sudanese rebels squabble with government over ceasefire violations (AFP) AFP -- Sudanese rebels walked away from African Union peace talks to hold a 24-hour boycott in protest at alleged government attacks on civilians in the war-torn western province of Darfur.,0.9993
"Strong Quake Hits Indonesian Island, Kills Six  JAKARTA (Reuters) - An earthquake measuring 6.0 on the  Richter scale shook an island in eastern Indonesia on Friday,  killing six people and injuring at least six more, a government  official said.",0,World,"Strong earthquake hits Indonesian island, kills six  JAKARTA (Reuters) - An earthquake measuring 6.0 on the `` Richter scale struck an island in eastern Indonesia on Friday, killing six people and injuring at least six more, a government official said.",0.9812
Wariner Succeeds Johnson as 400 Meter Champion  ATHENS (Reuters) - American 400 meters champion Jeremy  Wariner succeeded Michael Johnson as the Olympic gold medallist  Monday with a personal best of 44.00 seconds.,1,Sports,Wariner Succeeds Johnson as 400 Meter Champion ATHENS (Reuters) - American 400 meters champion Jeremy Wariner succeeded Michael Johnson as the Olympic gold medallist Monday with a personal best of 44.00 seconds.,1.0
Hayden walks into strife Spirit of Australia was on the skids last night after another example of double standards by the home side marred the opening day of the second cricket test against New Zealand in Adelaide.,1,Sports,Hayden walks into trouble Spirit of Australia was on the skids last night after another example of double standards by the home side marred the opening day of the second test against New Zealand in Adelaide.,0.927
"HP Shifting Last of Itanium Engineers Hewlett-Packard Co. (HPQ.N: Quote, Profile, Research) and Intel Corp. (INTC.O: Quote, Profile, Research) on Wednesday ended their 10-year partnership to co-develop the Itanium chip ",3,Sci/Tech,"HP Shifting Last of Itanium Engineers Hewlett-Packard Co. HPQ.N: Quote, Profile, Research) and Intel Corp. Intel ended their 10-year partnership Wednesday.",0.8924
"Guard registers a special point Gary Payton didn't know he had joined the 20,000-point club last night until the public address announcer at the FleetCenter trumpeted the feat.",1,Sports,"Gary Payton didn't know he had joined the 20,000-point club last night until the public address announcer at the FleetCenter trumpeted the feat.",0.9278
ACC Loses 2 Ranked Teams; Big East Get 2 (AP) AP - The Atlantic Coast Conference's record run of seven ranked teams came to an end Monday.,1,Sports,The Atlantic Coast Conference's record run of seven ranked teams came to an end Monday.,0.6447
"Britain Edges U.S. for 400M Relay Gold (AP) AP - Stymied by a sloppy handoff in the middle of the race, the United States lost to Great Britain by a hundredth of a second Saturday night in the 400-meter relay  #151; a race the American men usually dominate.",1,Sports,"Stymied by a sloppy handoff in the middle of the race, the United States lost by a hundredth of a second to Great Britain in the 400-meter relay.",0.8414
"Putin backs veto for members of expanded Security Council Russian President Vladimir Putin yesterday rejected a key recommendation of a United Nations panel on expanding the UN Security Council, saying any reform would be one-sided if new members did not have veto power.",0,World,"Russian President Vladimir Putin yesterday rejected a key recommendation by a United Nations panel on expanding the Security Council, saying any reform would be one sided if new members did not have veto power.",0.917
Closing Arguments In Enron Barge Trial Houston -- Prosecutors claim six executives conspired to push through a 1999 sham sale of barges because they didn #39;t think they #39;d get caught.,2,Business,Closing arguments in Enron Barge trial Houston -- prosecutors say six executives conspired to push through a 1999 sham sale of barges because they didn't think they'd get caught.,0.9822
Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.,2,Business,Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centers is growing its business thanks to an alliance with Sun Microsystems Inc.,0.9946
"Alien Contact More Likely by  quot;Mail quot; Than Radio, Study Says Researchers behind the study speculate that other life-forms may have already sent us messages, perhaps even as organic material embedded in asteroids that have struck Earth.",3,Sci/Tech,"Alien Contact More Likely by ''Mail '' than Radio, Study Says",0.8483
"Huskies fail 1st road test This so-called rivalry might be worth saving after all. UMass finally got one Thursday night. And the Minutemen did it in exciting fashion, one that totally disgusted Jim Calhoun.",1,Sports,"Huskies fail 1st road test This so-called rivalry might be worth saving after all. UMass finally got one Thursday night. And the Minutemen did it in exciting fashion, one that totally disgusted Jim Calhoun.",1.0
"Five Killed in Al Qaeda Jailbreak in Kabul  KABUL (Reuters) - Three Afghan prison guards and two  prisoners were killed in a jail break attempt by al Qaeda  inmates Friday and a shoot-out was going on between police and  another two, the chief of Kabul's Pul-i-Charki prison told  Reuters.",0,World,"Three Afghan prison guards and two prisoners were killed in a jailbreak attempt by al Qaeda on Friday, the chief of Kabul's Pul-i-Charki prison said.",0.8591
"Deutsche Bank to Sell Scudder Business to Legg Mason Deutsche Bank AG of Germany plans to sell its New York, Philadelphia, Cincinnati and Chicago offices of Scudder Private Investment Counsel to Legg Mason Inc. for \$55 million, plus payments of up to \$26 million, the company said Monday.",2,Business,"Deutsche Bank to sell Scudder Business to Legg Mason Deutsche Bank AG of Germany plans to sell its New York, Philadelphia, Cincinnati and Chicago offices of Scudder Private Investment Counsel for $55 million, plus payments of up to $26 million, the company said Monday.",0.9713
"Death Toll 69 in Japan Typhoon, 19 Still Missing  TOKYO (Reuters) - As the death toll rose from Japan's  deadliest typhoon in two decades, experts warned on Friday that  climate change could bring a stormier future.",0,World,"Death Toll 69 in Japan Typhoon, 19 Still Missing  TOKYO (Reuters) - As the death toll rose from Japan's deadliest typhoon in two decades, experts warned on Friday that climate change could bring a stormier future.",1.0
"Thomson beats the Street on core strengths Thomson Corp., a provider of information services that was once Canada #39;s largest newspaper publisher, sailed past Street forecasts in its latest quarterly results released Tuesday.",2,Business,"Thomson beats the Street on core strengths Thomson Corp., a provider of information services that was once Canada's largest newspaper publisher, sailed past Street forecasts in its latest quarterly results released Tuesday.",0.9952
"Kerry's wife paid 798,820 dollars in state, federal taxes in 2003 (AFP) AFP - Teresa Heinz Kerry, wife of Democratic presidential candidate John Kerry, declared 2,291,137 dollars in gross taxable income in 2003 and paid 798,820 dollars in state and federal taxes, or about 35 percent, her office said in a statement.",0,World,"Kerry's wife, Teresa Heinz Kerry, declared 2,291,137 dollars in gross taxable income in 2003 and paid 798,820 dollars in state and federal taxes, her office said.",0.9476
India must recognize international realities: PM Prime Minister Manmohan Singh has responded to the Left #39;s criticism of his congratulatory call to US President George W. Bush by saying India must recognise international realities.,0,World,India must recognize international realities: PM Manmohan Singh has responded to criticism of his congratulatory call to US President George W. Bush by saying India must recognise international realities.,0.9737
"Car Bomb Kills Three in Mosul (AP) AP - A car bomb exploded in the northern Iraq city of Mosul on Monday, killing three people, hospital police said.",0,World,"Car Bomb Kills Three in Mosul (AP) AP - A car bomb exploded in the northern Iraqi city of Mosul on Monday, killing three people, hospital police said.",0.9956
"At Least Five Dead in Russia Mine Blast (Reuters) Reuters - At least five miners were killed and 14\injured in a blast in a coal mine in Russia's Siberia, the\Emergencies Ministry said on Thursday.",0,World,"At Least Five Dead in Russia Mine Blast (Reuters) Reuters - At least five miners were killed and 14 injured in a blast in a coal mine in Siberia, the Emergencies Ministry said on Thursday.",0.9945
"We owe Athens an apology ATHENS -- The Games of the XXVIII Olympiad -- the great disaster that wasn #39;t -- come to an emotional end this afternoon and, really, the world owes Athens an apology.",1,Sports,"We owe Athens an apology ATHENS -- The Games of the XXVIII Olympiad -- the great disaster that wasn't #39;t -- come to an emotional end today, and really, the world owes Athens a sorry apology.",0.9916
"Gates Says Broadcast TV Model Faces Irrelevancy Bill Gates predicts a\future for the entertainment industry in which traditional\broadcast television is rendered irrelevant. It's a positive\vision, however, because new and better business models made\possible by technology are emerging.",3,Sci/Tech,"Gates Says Broadcast TV Model Faces Irrelevancy Bill Gates predicts a `` future for the entertainment industry in which traditional '' broadcast television is rendered irrelevant. It's a positive ``vision, however, because new and better business models made by technology are emerging.",0.9732
"Cardinals to Play Broncos Boise State accepts a bid Tuesday to play Louisville in the Liberty Bowl on Dec. 31, in a matchup of the nation's top two offenses.",1,Sports,Cardinals to play Broncos Boise State on Dec. 31 in a matchup of the nation's top two offenses.,0.7523
"Project Megagrid shows off business side of grid Hoping to prove that grid computing can work in the business world, Dell, EMC, Intel and Oracle have announced a joint effort designed to show business users how to use the distributed computing technology.",3,Sci/Tech,"Project Megagrid shows off business side of grid Hoping to prove that grid computing can work in the business world, Dell, EMC, Intel and Oracle have announced a joint effort designed to show business users how to use distributed computing technology.",0.999
"Oracle chairman says can close gap with SAP - report Oracle Corp can close the gap with SAP, the world #39;s biggest software company, after buying US rival PeopleSoft, Oracle #39;s Chairman Jeff Henley said in an interview published on Wednesday.",2,Business,"Oracle chairman says company can close gap with SAP - report Oracle Corp can close the gap with sap, the world's biggest software company, after buying US rival PeopleSoft, Chairman Jeff Henley said in an interview.",0.988
"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons derived from this years Ig Nobel awards ceremony, an event that honors offbeat scientific achievements.",3,Sci/Tech,"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. That's one of the lessons derived from this year's Ig Nobel awards ceremony, an event that honors offbeat scientific achievements.",0.9966
"US Sprinter Pulled From Relay for Marijuana Violation Less than two hours before the Olympic men #39;s 400-meter relay semifinal on Friday, the United States Coach George Williams pulled John Capel from the race after being told by ",1,Sports,"US Sprinter Pulled From Relay for Marijuana Violation Less than two hours before the Olympic men's 400-meter relay semi-final on Friday, the United States coach George Williams pulled John Capel from the race after being told by",0.9959
"Jerry Graybeal quits as Weber State coach OGDEN, Utah -- Weber State football coach Jerry Graybeal resigned Tuesday after a 1-10 season, the worst in the program #39;s 43-year history.",1,Sports,"Jerry Graybeal has resigned as Weber State's head football coach after a 1-10 season, the worst in the program's 43-year history.",0.9212
"Huskies blank Buffalo Dan Orlovsky threw for 283 yards and a touchdown in his final home game yesterday to lead Connecticut to a 29-0 victory over Buffalo, assuring the Huskies of a winning record and making them eligible for a bowl bid.",1,Sports,"Huskies blank Buffalo Dan Orlovsky threw for 283 yards and a touchdown in his final home game yesterday to lead Connecticut to a 29-0 victory over Buffalo, assuring the Huskies of a winning record and making them eligible for a bowl bid.",1.0
"Cisco, Fujitsu team on high-end networking Fujitsu has joined the networking parade by agreeing to sell Cisco #39;s high-end routers and switches in Japan. It should come as no surprise as the market for high-end routers heats up.",3,Sci/Tech,"Cisco, Fujitsu team on high-end networking Fujitsu has joined the networking parade by agreeing to sell Cisco routers and switches in Japan.",0.8951
AU OKs more troops for Darfur; talks resume Sudan #39;s government and Darfur rebels are likely to restart talks Thursday as the African Union said it would increase its forces in the restive region.,0,World,"AU OKs more troops for Darfur, talks resume Sudan's government and Darfur rebels are likely to restart talks Thursday as the African Union said it would increase its forces in the restive region.",0.9879
"Only injury can stop peerless Federer at Masters Cup Last season, Roger Federer left Houston not even the top-ranked player of the year. He returns to the Westside Tennis Club next week to defend his Masters Cup title as the most ",1,Sports,"Only injury can stop peerless Federer at Masters Cup last season, Roger Federer left Houston not even the top-ranked player of the year. He returns to the Westside Tennis Club next week to defend his Masters Cup title as the most",1.0
"North Korea Seen as Tying Nuclear Talks to US Election North Korea is waiting out the American presidential election in order to bargain with the winner over its nuclear weapons program, according to analysts here and a British diplomat who left Pyongyang today.",0,World,"North Korea Seen as Tying Nuclear Talks to US Election North Korea is waiting out the American presidential election in order to bargain with the winner over its nuclear weapons program, according to analysts here and a British diplomat.",0.9945
TV's Passport Stamp of Approval The sixth season of a popular reality television show is ready to rock the world.,2,Business,TV's Passport Stamp of Approval The sixth season of a popular reality television show is ready to rock the world.,1.0
"Bud Selig Has Skin Cancer Surgery NEW YORK -- Baseball commissioner Bud Selig had surgery Monday to remove a cancerous lesion from his forehead. The lesion was detected last month during Selig #39;s annual physical, and a biopsy confirmed that it contained melanoma, a form of skin cancer.",1,Sports,Bud Selig has skin cancer surgery New York -- Baseball Commissioner Bud Selig had surgery Monday to remove a cancerous lesion from his forehead.,0.9699
"Immigrants settled in big cities, but less likely to find work: StatsCan (Canadian Press) Canadian Press - OTTAWA (CP) - Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the country's 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.",0,World,"Most of the nearly two million immigrants who arrived in Canada during the 1990s settled in one of the 27 census metropolitan areas, but still found it harder to find work than natural-born citizens, Statistics Canada reported Wednesday.",0.9446
