original_text,label,label_name,paraphrase,similarity
"Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software glitches. But not everyone is quite so eager to install the SP2 update for Windows XP. In fact, many companies have demanded the ability to prevent their ...",3,Sci/Tech,"Microsoft Pushes Off SP2 Release Microsoft will delay the release of its SP2 update for another week to fix software issues. But not everyone is so eager to install the SP2 update for Windows XP. In fact, many companies have requested the ability to install the SP2 update for Windows XP. ...",0.9592
Cassini Heads Toward Giant Moon on Saturn (AP) AP - The U.S.-European spacecraft Cassini hurtled Tuesday toward its closest encounter yet with Saturn's giant moon Titan.,3,Sci/Tech,Cassini Heads Toward Giant Moon on Saturn (AP) AP - The American spacecraft Cassini injured on Tuesday towards its closest encounter with Saturn Titan's giant moon.,0.9586
"Scientists Prepare for Huygens' Plunge into Titan UC Berkeley -- On Jan. 14, 2005, the Huygens probe will plow into the orange atmosphere of Saturn's moon, Titan, becoming the first spacecraft to attempt to land on a moon in our solar system since the Soviet Union's Luna 24 touched down on Earth's moon in 1976...",3,Sci/Tech,"Scientists prepare to dive Huygens into Titan UC Berkeley -- On January 14, 2005, the Huygens probe will sink into the orange atmosphere of Saturn's moon, Titan, becoming the first spaceship to attempt to land on a moon in our solar system since the Soviet Union's Luna 24 hit the Earth's moon in 1976...",0.9553
"Gunfire Erupts in Pro-Aristide Haiti Slum PORT-AU-PRINCE, Haiti Oct. 3, 2004 - Gunfire erupted in a slum teeming with loyalists of ousted President Jean-Bertrand Aristide on Sunday, sending people scattering through trash-strewn streets following ",0,World,"Eruptions of gunfire in Pro-Aristide Haiti Slum PORT-AU-PRINCE, Haiti 3 Oct 2004 - Eruption of gunfire in a shantytown teeming with loyalists of the ousted President Jean-Bertrand Aristide Sunday, sending people dispersing into the streets scattered after",0.9062
"Wireless Operators Team on Wi-Fi Roaming NTT Communications, T-Mobile USA, Telstra, StarHub, and Maxis Communications have joined to establish roaming arrangements that allow customers to use wireless broadband services from Internet access points -- called hotspots quot; -- in their countries ",3,Sci/Tech,"The wireless operator team on Wi-Fi Roaming NTT Communications, T-Mobile USA, Telstra, StarHub and Maxis Communications have partnered to establish roaming arrangements that allow customers to use broadband wireless services from Internet access points -- called hotspots quot; -- in their country",0.9833
"Fired Ecuador justices are barred from offices QUITO, Ecuador -- Ecuadorean police barred Supreme Court judges from returning to their offices yesterday after the judges tried to defy a decision by Congress to fire them for bias against President Lucio Gutierrez.",0,World,Ecuadorian judges dismissed are excluded from offices QUITO (Ecuador) - Ecuadorian police banned Supreme Court judges from returning to their offices yesterday after the judges tried to challenge a Congressional decision to fire them for bias against President Lucio Gutierrez.,0.9004
"Fannie Mae criminal probe begun Federal prosecutors in Washington have opened an investigation into possible wrongdoing at mortgage giant Fannie Mae, just days after regulators accused ",2,Business,"Fannie Mae Criminal Investigation Started Federal Attorneys in Washington have opened an investigation into possible wrongdoings at Fannie Mae Mortgage Giant, a few days after the charge of regulators",0.9128
More African troops go to Darfur Germany sends three planes to Sudan's troubled Darfur region to help deploy more African Union troops.,0,World,More African troops go to Darfur Germany sends three aircraft to the troubled Darfur region of Sudan to help deploy more African Union troops.,0.9813
Last minute name change for Nvidia #39;s new GeForce 6200 with &lt;b&gt;...&lt;/b&gt; PCI Express allows Nvidia to tap into system memory to save expensive on-board graphics memory and achieve high performance at the same time.,3,Sci/Tech,Last-minute name change for Nvidia #39;s new GeForce 6200 with &lt;b&gt;...&lt;/b&gt; PCI Express allows Nvidia to connect to system memory to record expensive on-board graphics memory and achieve high performance at the same time.,0.9855
Patent case challenges Microsoft #39;s  #39;AutoPlay #39; A federal judge has set a December date for a patent suit challenging  quot;AutoPlay quot; technology included in recent versions of Microsoft Windows.,3,Sci/Tech,Patent Challenges Microsoft #39;s #39;AutoPlay #39; A federal judge has set a December date for a patent prosecution challenging quot;AutoPlay quot; technology included in recent versions of Microsoft Windows.,0.9625
"Pantano replaced by Glock Jordan have terminated the contract of Italian driver Giorgio Pantano and called in Timo Glock as a replacement. The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday #39;s inaugural Chinese Grand Prix.",1,Sports,"Pantano replaced by Glock Jordan terminated the contract of Italian driver Giorgio Pantano and called Timo Glock as a replacement. The team said that the contractual difficulties were behind the split, and confirmed that German Glock would run Sunday #39;s Chinese Grand Prix inaugural.",0.9828
"Israel sends Syria tough message with Hamas strike Widening its pursuit of Hamas beyond the occupied territories, Israel reached into Damascus Sunday, dealing a blow to both Hamas and Syria.",0,World,"Israel sends a difficult message to Syria with Hamas' strike Expanding its Hamas pursuit beyond the occupied territories, Israel reached Damascus on Sunday, killing both Hamas and Syria.",0.946
Africa fights AIDS with girl power A bill is currently in Uganda's parliament that would strengthen women's rights.,0,World,Africa fights AIDS with the power of girls A bill is currently in Uganda's parliament that would strengthen women's rights.,0.986
Oil Eases on Profit-Taking  SINGAPORE (Reuters) - Oil prices slipped further from  record highs on Wednesday as traders locked in profits after  the market's \$10 surge since mid-August.,2,Business,SINGAPORE (Reuters) - Oil prices have dropped more and more records on Wednesday as traders locked in profits after the \$10 increase in the market since mid-August.,0.6508
"Life without numbers in a unique Amazon tribe 11=2. Mathematics doesn #39;t get any more basic than this, but even 11 would stump the brightest minds among the Piraha tribe of the Amazon. ",3,Sci/Tech,"Life without number in a unique tribe of the Amazon 11=2. Mathematics does not #39; getting more basic than that, but even 11 would stifle the brightest spirits among the Piraha tribe of the Amazon.",0.9591
British Energy to delist to save rescue plan Beleaguered British Energy has applied to delist its shares as it tries to stop shareholders from blocking a restructuring plan to keep the company in business.,2,Business,British Energy strives to prevent shareholders from blocking a restructuring plan to keep the company in business.,0.5406
"Army restricted ethnic recruits The British Army secretly restricted numbers of ethnic recruits, according to official files just released.",0,World,"The army has restricted ethnic recruits The British army has secretly limited the number of ethnic recruits, according to the official records that have just been released.",0.9194
"In Retaken Iraqi City, Perils Lurk U.S. forces have controlled Tall Afar since Sunday, after deadly battles last week. On Tuesday, soldiers, led by an Iraqi known as ""The Source,"" reopened the city and searched for insurgents.",0,World,"In Retaken Iraqi City, Perils Lurk's American forces have been controlling Tall Afar since Sunday, after deadly battles last week. On Tuesday, soldiers, led by an Iraqi known as ""The Source"", reopened the city and sought insurgents.",0.9796
"Canning Zook could backfire on the Gators Florida long-snapper Casey Griffith let the secret slip while talking to a Fort Lauderdale (Fla.) Sun-Sentinel reporter this week:  quot;Don #39;t tell anyone I told you this, but someone inside the system told me they heard we #39;re going to be playing against ",1,Sports,"Canning Zook could retaliate on the Florida Gators long-snapper Casey Griffith let the secret slip by talking to a reporter from Fort Lauderdale (Fla.) Sun-Sentinel this week: quot; Don #39;t tell someone I told you this, but someone in the system told me they heard us #39; will play against",0.9666
"Hawks Evicted From New York City Perch (AP) AP - Pale Male the city hawk was evicted from his nest, and the flap has already begun.",3,Sci/Tech,"Hawks Evicted from New York City Perch (AP) AP - Pale Male the hawk of the city has been evicted from its nest, and the shutter has already begun.",0.9619
"Quietly, tide of opinion turns on Chechen war Although discussion of the war has been marginalized, many experts say Russians may not prefer it that way.",0,World,"Quietly, the wave of opinion turns on the Chechen war Although the discussion on the war has been marginalized, many experts say that the Russians may not prefer this.",0.9726
Casino owners team up in Macao MACAO Publishing  amp; Broadcasting said Tuesday that it had bought a stake in Stanley Ho #39;s latest gambling project in Macao as Asia #39;s two leading casino operators team up to expand in the region.,2,Business,Casino owners partner with Macao MACAO Publishing amp; Broadcasting said on Tuesday that he had purchased an interest in Stanley Ho #39; the latest game project in Macao under the name Asia #39; two major casino operators partner to grow in the region.,0.9271
Government to sell stake in oil business The Canadian government is getting out of the oil-and-gas business by selling off its stake in Petro-Canada for about \$3.1 billion.,2,Business,Government Sells Interests in the Oil Industry The Canadian government withdraws from the oil and gas industry by selling its interest in Petro-Canada for approximately $3.1 billion.,0.9029
SportsNetwork Game Preview (Sports Network) - Tim Wakefield tries for his first win in three starts this evening when the Boston Red Sox continue their three-game series with the Tampa Bay Devil Rays at Fenway Park.,1,Sports,SportsNetwork Game Preview (Sports Network) - Tim Wakefield tries his first win in three starts tonight when the Boston Red Sox continues their three-game series with the Tampa Bay Devil Rays at Fenway Park.,0.9899
"Nortel Cuts Fewer Jobs, Exits Real Estate  OTTAWA (Reuters) - Nortel Networks Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NT.TO target=/stocks/quickinfo/fullquote""&gt;NT.TO&lt;/A&gt; on  Thursday said it would eliminate about 10 percent of its work  force, slightly less than previously estimated, and consolidate  real estate in a cost-cutting plan that will save \$500 million  in 2005.",2,Business,"Nortel cuts jobs, quits real estate OTTAWA (Reuters) - Nortel Networks Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NT.TO target=/stocks/quickinfo/fullquote""&gt;NT.TO&lt;/A&gt; Thursday stated that it would eliminate approximately 10% of its workforce, slightly less than previously estimated, and consolidate real estate in a cost reduction plan that would save $500 million in 2005.",0.9815
"P. Diddy Takes Vote Drive to Swing States (AP) AP - Hip-hop mogul Sean ""P. Diddy"" Combs is following the lead of President Bush and Sen. John Kerry by taking his get-out-the-vote campaign to the swing states.",0,World,"P. Diddy takes the vote Drive to Swing States (AP) AP - Hip-hop mogul Sean ""P. Diddy"" Combs follows the direction of President Bush and Sen. John Kerry by taking his exit campaign towards swing states.",0.9803
"Jacobs Engineering Names Watson Chairman Shares of the engineering company closed earlier down 37 cents, or just under 1 percent, at \$40.36 on the New York Stock Exchange.",2,Business,"Jacobs Engineering appoints Watson President Shares of the engineering company closed earlier 37 cents, or just under 1 percent, to \$40.36 on the New York Stock Exchange.",0.9646
Silvestre #39;s double goals help Man. United beat Liverpool Silvestre became Man. United #39;s hero as he scored twice to lift a 2-1 victory over Liverpool for home side when all eyes were on Rio Ferdinand as he returned after an eight-match ban on Monday.,1,Sports,Silvestre #39; double goals help Man. United to beat Liverpool Silvestre became Man. United #39; the hero as he scored twice to raise a 2-1 win over Liverpool for the house when all eyes were on Rio Ferdinand while he came back after a ban of eight matches on Monday.,0.9921
"Vodafone keen on future expansion Vodafone said today it remained keen on purchases in France, eastern Europe and Asia and Africa as it detailed annual cost cuts expected to reach 2.",2,Business,"Vodafone is driven by the future expansion of Vodafone today said that it has remained committed to procurement in France, Eastern Europe, Asia and Africa, as it details the annual cost reductions that are expected to reach 2.",0.8101
"Syracuse Guard Ruled Ineligible for Fall (AP) AP - Syracuse point guard Billy Edelin has been declared ineligible for the first semester of the academic year because he does not meet NCAA academic requirements, school officials said Tuesday.",1,Sports,"Syracuse Guard Ruled Ineligible for Fall (AP) AP - Syracuse point guard Billy Edelin was declared inadmissible for the first semester of the school year because it does not meet the academic requirements of the NCAA, said school officials Tuesday.",0.9793
"Lego, Carrefour in French Price-Fix Probe (AP) AP - French competition authorities are investigating Danish toy maker Lego Systems AS and supermarket retailer Carrefour SA as part of a probe into alleged price fixing in the French toy market in 2002 and early 2003.",2,Business,"Lego, Carrefour in French Price-Fix Probe (AP) AP - The French competition authorities are investigating the Danish toy manufacturer Lego Systems AS and the supermarket retailer Carrefour SA as part of an investigation into the alleged price fixing on the French toy market in 2002 and early 2003.",0.9906
"Mother of Jackson Accuser Testifies SANTA MARIA, Calif. - The mother of the boy accusing Michael Jackson of molestation testified Friday she does not remember a private investigator telling her that he was working for one of the pop star's attorneys, but believed he worked directly for the singer...",0,World,"Jackson Accuser's mother testifies to SANTA MARIA, Calif. - The boy's mother accused Michael Jackson of assault testified on Friday she does not remember a private investigator telling him that he worked for one of the pop star's lawyers, but believed that he worked directly for the singer...",0.9745
Dollar Gains Vs Yen (Reuters) Reuters - The dollar rose to a five-week high\against the yen on Thursday as rising oil prices hurt Asian\currencies and the market decided that U.S. interest rates were\still on a rising path.,2,Business,Gains in V-dollars Yen (Reuters) Reuters - The dollar climbed to a five-week high against the yen on Thursday as rising oil prices hurt Asian currencies and the market decided that US interest rates were still on an upward trajectory.,0.8253
Bernhard is off the list for key GM post General Motors Corp. won #39;t offer its top advanced vehicle development job to former Chrysler Group Chief Operating Officer Wolfgang Bernhard but likely will divvy it up instead ,2,Business,"Bernhard is out of the list for the GM General Motors Corp. key position has won #39; t offer his cutting-edge vehicle development work to former operator of Chrysler Wolfgang Bernhard Group, but probably divide it instead",0.9314
"DaimlerChrysler, GM to team up on hybrid engines General Motors and DaimlerChrysler say they #39;re teaming up to develop hybrid technology for use in their vehicles. The two giant automakers say they have signed a memorandum of understanding.",2,Business,"DaimlerChrysler, GM will partner with General Motors hybrid engines and DaimlerChrysler will partner to develop a hybrid technology to use in their vehicles. Both giant automakers say they have signed a memorandum of understanding.",0.9009
Terror is below radar in Russia It took 2 days for Russia #39;s security service to announce what virtually everyone else believed from the moment two domestic passenger airlines plunged to earth simultaneously ,0,World,Terror is below radar in Russia It took 2 days for Russia n°39; security service to announce what virtually everyone believed from the moment two national passenger airlines dived on land simultaneously,0.9468
Sudanese rebels squabble with government over ceasefire violations (AFP) AFP - Sudanese rebels walked away from African Union peace talks to hold a 24-hour boycott in protest at alleged government attacks on civilians in the war-torn western province of Darfur.,0,World,Sudanese rebels argue with government over ceasefire violations AFP - Sudanese rebels have moved away from African Union peace talks to organize a 24-hour boycott to protest government attacks on civilians in war-torn western Darfur province.,0.8898
"Strong Quake Hits Indonesian Island, Kills Six  JAKARTA (Reuters) - An earthquake measuring 6.0 on the  Richter scale shook an island in eastern Indonesia on Friday,  killing six people and injuring at least six more, a government  official said.",0,World,"Strong Quake hits Indonesian island, kills six JAKARTA (Reuters) - An earthquake of 6.0 on the Richter scale shook an island in eastern Indonesia on Friday, killing six people and injuring at least six others, said a government representative.",0.9961
Wariner Succeeds Johnson as 400 Meter Champion  ATHENS (Reuters) - American 400 meters champion Jeremy  Wariner succeeded Michael Johnson as the Olympic gold medallist  Monday with a personal best of 44.00 seconds.,1,Sports,Wariner Successes Johnson as 400-metre champion ATHENS (Reuters) - American 400-metre champion Jeremy Wariner succeeded Michael Johnson as Olympic gold medallist on Monday with a better staff of 44.00 seconds.,0.9751
Hayden walks into strife Spirit of Australia was on the skids last night after another example of double standards by the home side marred the opening day of the second cricket test against New Zealand in Adelaide.,1,Sports,Hayden entered the Spirit of Australia fight was on the skates last night after another double-measuring example by the side of the house was the opening day of the second cricket test against New Zealand in Adelaide.,0.6849
"HP Shifting Last of Itanium Engineers Hewlett-Packard Co. (HPQ.N: Quote, Profile, Research) and Intel Corp. (INTC.O: Quote, Profile, Research) on Wednesday ended their 10-year partnership to co-develop the Itanium chip ",3,Sci/Tech,"HP Shifting Last of Itanium Engineers Hewlett-Packard Co. (HPQ.N: Citation, Profile, Research) and Intel Corp. (INTC.O: Citation, Profile, Research) completed their 10-year partnership on Wednesday to co-develop the Itanium chip",0.9766
"Guard registers a special point Gary Payton didn't know he had joined the 20,000-point club last night until the public address announcer at the FleetCenter trumpeted the feat.",1,Sports,"The guard recorded a special point Gary Payton didn't know he had joined the 20,000-point club last night until FleetCenter's announcer blew the feat.",0.9312
ACC Loses 2 Ranked Teams; Big East Get 2 (AP) AP - The Atlantic Coast Conference's record run of seven ranked teams came to an end Monday.,1,Sports,VAC loses 2 teams ranked; Big East Get 2 (AP) AP - The Atlantic Coast conference record of seven ranked teams ended on Monday.,0.8359
"Britain Edges U.S. for 400M Relay Gold (AP) AP - Stymied by a sloppy handoff in the middle of the race, the United States lost to Great Britain by a hundredth of a second Saturday night in the 400-meter relay  #151; a race the American men usually dominate.",1,Sports,"Britain Edges U.S. for 400M Relay Gold (AP) AP - Stymied by a spoiled grip in the middle of the race, the United States lost to Britain by a hundredth of a second Saturday night in the 400-metre relay #151; a race that American men usually dominate.",0.9888
"Putin backs veto for members of expanded Security Council Russian President Vladimir Putin yesterday rejected a key recommendation of a United Nations panel on expanding the UN Security Council, saying any reform would be one-sided if new members did not have veto power.",0,World,"Putin supports veto for members of the enlarged Security Council Russian President Vladimir Putin yesterday rejected a key recommendation of a UN expert group on the enlargement of the UN Security Council, saying that any reform would be biased if new members did not have the right of veto.",0.9339
Closing Arguments In Enron Barge Trial Houston -- Prosecutors claim six executives conspired to push through a 1999 sham sale of barges because they didn #39;t think they #39;d get caught.,2,Business,Conclusion Arguments In the Enron Barge Houston trial -- Prosecutors claim that six executives conspired to pass through a houseboat sale in 1999 because they did not have number 39; they did not think they did not have number 39;d get caught.,0.8422
Deal has S2io champing at the gigabit OTTAWA -- A local firm that says it can help shrink backup times at large data centres is growing its business thanks to an alliance with Sun Microsystems Inc.,2,Business,Deal champions S2io at gigabit OTTAWA -- A local company that says it can help reduce backup times in large data centres is developing through an alliance with Sun Microsystems Inc.,0.8918
"Alien Contact More Likely by  quot;Mail quot; Than Radio, Study Says Researchers behind the study speculate that other life-forms may have already sent us messages, perhaps even as organic material embedded in asteroids that have struck Earth.",3,Sci/Tech,"Alien Contact More Probably by quot; Mail quot; Than Radio, Study According to the researchers of the study, other life forms may have already sent us messages, perhaps even as organic material incorporated into asteroids that hit the Earth.",0.9728
"Huskies fail 1st road test This so-called rivalry might be worth saving after all. UMass finally got one Thursday night. And the Minutemen did it in exciting fashion, one that totally disgusted Jim Calhoun.",1,Sports,"The Huskies fail 1st test drive This so-called rivalry may be worth saving after all. UMass finally got a Thursday night. And the Minutemen did it in an exciting way, one that totally disgusted Jim Calhoun.",0.9666
"Five Killed in Al Qaeda Jailbreak in Kabul  KABUL (Reuters) - Three Afghan prison guards and two  prisoners were killed in a jail break attempt by al Qaeda  inmates Friday and a shoot-out was going on between police and  another two, the chief of Kabul's Pul-i-Charki prison told  Reuters.",0,World,"Five people killed in Al-Qaeda prison in Kabul KABUL (Reuters) - Three Afghan prison guards and two prisoners were killed in an attempt to jail by Al-Qaeda detainees on Friday and a shooting took place between the police and two others, said Reuters, the head of Kabul's Pul-i-Charki prison.",0.9453
"Deutsche Bank to Sell Scudder Business to Legg Mason Deutsche Bank AG of Germany plans to sell its New York, Philadelphia, Cincinnati and Chicago offices of Scudder Private Investment Counsel to Legg Mason Inc. for \$55 million, plus payments of up to \$26 million, the company said Monday.",2,Business,"Deutsche Bank will sell Scudder Business to Legg Mason Deutsche Bank AG of Germany plans to sell its offices in New York, Philadelphia, Cincinnati and Chicago from Scudder Private Investment Counsel to Legg Mason Inc. for \$55 million, plus payments up to \$26 million, the company declared Monday.",0.9849
"Death Toll 69 in Japan Typhoon, 19 Still Missing  TOKYO (Reuters) - As the death toll rose from Japan's  deadliest typhoon in two decades, experts warned on Friday that  climate change could bring a stormier future.",0,World,"Toll of Death 69 in Japan Typhoon, 19 TOKYO Still Missing (Reuters) - While the number of deaths has increased since Japan's deadliest typhoon in two decades, experts warned Friday that climate change could bring a more stormy future.",0.9689
"Thomson beats the Street on core strengths Thomson Corp., a provider of information services that was once Canada #39;s largest newspaper publisher, sailed past Street forecasts in its latest quarterly results released Tuesday.",2,Business,"Thomson beats the street on fundamental forces Thomson Corp., an information service provider that was once Canada No. 39; the largest newspaper publisher, navigated past street forecasts in his latest quarterly results published on Tuesday.",0.8628
"Kerry's wife paid 798,820 dollars in state, federal taxes in 2003 (AFP) AFP - Teresa Heinz Kerry, wife of Democratic presidential candidate John Kerry, declared 2,291,137 dollars in gross taxable income in 2003 and paid 798,820 dollars in state and federal taxes, or about 35 percent, her office said in a statement.",0,World,"Kerry's wife paid $798,820 in state taxes, federal taxes in 2003 (AFP) AFP - Teresa Heinz Kerry, wife of democratic presidential candidate John Kerry, declared $2,291,137 in gross taxable income in 2003 and paid $798,820 in state and federal taxes, or approximately 35 percent, declared her office in a return.",0.9922
India must recognize international realities: PM Prime Minister Manmohan Singh has responded to the Left #39;s criticism of his congratulatory call to US President George W. Bush by saying India must recognise international realities.,0,World,India must recognize international realities: Prime Minister Manmohan Singh responded to Left No. 39; criticizes his call for congratulations to US President George W. Bush by saying that India must recognize international realities.,0.9756
"Car Bomb Kills Three in Mosul (AP) AP - A car bomb exploded in the northern Iraq city of Mosul on Monday, killing three people, hospital police said.",0,World,"A car bomb kills three people in Mosul (AP) AP - A car bomb exploded in northern Iraq city of Mosul on Monday, killing three people, said the hospital police.",0.9891
"At Least Five Dead in Russia Mine Blast (Reuters) Reuters - At least five miners were killed and 14\injured in a blast in a coal mine in Russia's Siberia, the\Emergencies Ministry said on Thursday.",0,World,"At least five deaths in Russia Mine Blast (Reuters) Reuters - At least five miners were killed and 14 were injured in an explosion in a coal mine in Russia's Siberia, said the emergency ministry on Thursday.",0.9639
"We owe Athens an apology ATHENS -- The Games of the XXVIII Olympiad -- the great disaster that wasn #39;t -- come to an emotional end this afternoon and, really, the world owes Athens an apology.",1,Sports,"We owe Athens an apology ATHENS -- The Games of the XXVIII Olympiad -- the great disaster that was #39;t -- come to an emotional end this afternoon and, in reality, the world owes Athens an apology.",0.9961
"Gates Says Broadcast TV Model Faces Irrelevancy Bill Gates predicts a\future for the entertainment industry in which traditional\broadcast television is rendered irrelevant. It's a positive\vision, however, because new and better business models made\possible by technology are emerging.",3,Sci/Tech,"Gates says Broadcast TV Model Faces Irrelevency Bill Gates predicts a\future for the entertainment industry in which traditional television\broadcast is rendered irrelevant. It is a positive\vision, however, because new and better business models made possible by technology are emerging.",0.9918
"Cardinals to Play Broncos Boise State accepts a bid Tuesday to play Louisville in the Liberty Bowl on Dec. 31, in a matchup of the nation's top two offenses.",1,Sports,"The cardinals to play Broncos Boise State accepted an offer on Tuesday to play Louisville in the Liberty Bowl on December 31, in a match of the country's two best offenses.",0.9105
"Project Megagrid shows off business side of grid Hoping to prove that grid computing can work in the business world, Dell, EMC, Intel and Oracle have announced a joint effort designed to show business users how to use the distributed computing technology.",3,Sci/Tech,"Megagrid project shows on the business side of the grid Hopefully proving that grid computing can work in the business world, Dell, EMC, Intel and Oracle announced a joint effort designed to show business users how to use distributed computing technology.",0.9895
"Oracle chairman says can close gap with SAP - report Oracle Corp can close the gap with SAP, the world #39;s biggest software company, after buying US rival PeopleSoft, Oracle #39;s Chairman Jeff Henley said in an interview published on Wednesday.",2,Business,"Oracle president says can close the gap with SAP - Oracle Corp report can close the gap with SAP, the world #39; the largest software company, after buying US rival PeopleSoft, Oracle #39; President Jeff Henley said in an interview published Wednesday.",0.9767
"Ig Nobel awards honor weird science advances If a herring asks you to pull his finger, be very afraid. Thats one of the lessons derived from this years Ig Nobel awards ceremony, an event that honors offbeat scientific achievements.",3,Sci/Tech,"If a herring asks you to pull your finger, be very scared. This is one of the lessons learned from this Nobel Ig Award ceremony, an event that honours the staggered scientific achievements.",0.8664
"US Sprinter Pulled From Relay for Marijuana Violation Less than two hours before the Olympic men #39;s 400-meter relay semifinal on Friday, the United States Coach George Williams pulled John Capel from the race after being told by ",1,Sports,"US Sprinter pulled the relay for Marijuana Violation Less than two hours before Olympic men #39; in the semifinal relay 400 meters on Friday, US coach George Williams pulled John Capel out of the race after being told by",0.9856
"Jerry Graybeal quits as Weber State coach OGDEN, Utah -- Weber State football coach Jerry Graybeal resigned Tuesday after a 1-10 season, the worst in the program #39;s 43-year history.",1,Sports,"Jerry Graybeal resigns as state coach Weber OGDEN, Utah -- State football coach Weber Jerry Graybeal resigned on Tuesday after a 1-10 season, the worst of the program #39;s 43-year history.",0.9819
"Huskies blank Buffalo Dan Orlovsky threw for 283 yards and a touchdown in his final home game yesterday to lead Connecticut to a 29-0 victory over Buffalo, assuring the Huskies of a winning record and making them eligible for a bowl bid.",1,Sports,"White Huskies Buffalo Dan Orlovsky launched for 283 yards and a touchdown in his last home game yesterday to lead Connecticut to a 29.0 win over Buffalo, ensuring the Huskies a record-winner and making them eligible for a bowl offer.",0.9338
"Cisco, Fujitsu team on high-end networking Fujitsu has joined the networking parade by agreeing to sell Cisco #39;s high-end routers and switches in Japan. It should come as no surprise as the market for high-end routers heats up.",3,Sci/Tech,"Cisco, Fujitsu's high-end network team Fujitsu joined the network parade by agreeing to sell Cisco #39; high-end routers and switches in Japan. It shouldn't come as surprised as the high-end router market warms up.",0.9753
