original_text,label,label_name,paraphrase,similarity
Nigeria gives Shell \$1.5 billion eco-bill The Shell oil company has been handed a \$1.5 billion bill for ecological compensation in the Niger delta by the government of Nigeria.,2,Business,Nigeria gives Shell a $1.5 billion eco-bill The Shell oil company has been handed a $1.5 billion bill for ecological compensation in the Niger Delta by the government of Nigeria .,0.9941
"Will there be peace in Great Lakes region? To coordinate and cooperate or not to, that is where the rub is, and that is the key issue when it comes to answering the question whether there will be peace in the Great Lakes region.",0,World,"Will there be peace in the Great Lakes region? To coordinate and cooperate or not, that is where the rub is, and that is the key issue when it comes to answering the question of whether there will be a peace in this region .",0.9891
"Roddick bounced Andy Roddick of the United States ran into a bold, bigger version of himself at the US Open, and 6-foot-6 Joachim Johansson of Sweden sent the defending champion home.",1,Sports,"Andy Roddick of the United States ran into a bolder, bigger version of himself at the US Open and 6-foot-6 Joachim Johansson of Sweden sent the defending champion home .",0.9329
"Cracks in Martian rock point to watery past LOS ANGELES - NASA #39;s Mars rover, Opportunity, has found more signs that rocks on the Red Planet were once submerged in water. Data sent by Opportunity suggest a crater was drenched a second time after drying out, scientists said.",3,Sci/Tech,"Cracks in Martian rock point to watery past LOS ANGELES - NASA #39;s Mars rover Opportunity has found more signs that rocks on the Red Planet were once submerged in water . Data sent by Opportunity suggest a crater was drenched a second time after drying out , scientists said .",0.9982
ROCASTLE OFFERS SUPPORT TO NOVO Hibernian midfielder Craig Rocastle has promised to back Rangers striker Nacho Novo if he decides to appeal against the red card he picked up at Easter Road.,1,Sports,ROCASTLE OFFERS SUPPORT TO NOVO Hibernian midfielder Craig Rocastle has promised to back Rangers striker Nacho Novo if he decides to appeal the red card he picked up at Easter Road .,0.9966
"Stuttgart struggles to draw Berlin, Germany (Sports Network) - Life without star striker Kevin Kuranyi began with a scoreless draw for Stuttgart against Hertha Berlin.",1,Sports,Stuttgart struggles to draw Berlin (Sports Network) - Life without star striker Kevin Kuranyi began with a scoreless draw for Stuttgart against Hertha Berlin .,0.992
"Thanks for the Pageviews, Ivan Bad weather has been very good for business at Weather.com and other popular forecasting sites. They are posting record traffic in the wake of Hurricane Ivan's arrival on the mainland. By Joanna Glasner.",2,Business,"Thanks for the pageviews, Ivan Bad Weather has been very good for business at Weather.com and other popular forecasting sites. They are posting record traffic in the wake of Hurricane Ivan's arrival on the mainland .",0.9904
Human lives mere pawns in game of political expediency IT WOULD have been obtuse to miss the streak of smug satisfaction in the Western response to the seizure by Al-Qaeda #39;s Pakistani allies of two Chinese engineers working on Pakistan #39;s ,0,World,Human lives mere pawns in the game of political expediency IT WOULD have been obtuse to miss the streak of smug satisfaction in the Western response to the seizure by Al-Qaeda #39;s Pakistani allies of two Chinese engineers working on Pakistan #39 .,0.9867
Redskins Coach Bemoans Questionable Calls (AP) AP - Apparently even a Hall of Fame coach doesn't get a break from the officials.,1,Sports,Redskins coach bemoans questionable calls (AP) AP - Apparently even a Hall of Fame coach doesn't get a break from the officials .,1.0
"Taiwan Acknowledges Minister #39;s Improper Wording #39; on Singapore Taiwan Foreign Minister Chen Tan- sun, who dismissed Singapore as a country the size of a booger, #39; #39; regretted his improper wording, #39; #39; said Foreign Ministry spokesman Michel Lu.",0,World,"Taiwan acknowledges Minister #39;s Improper Wording #39 on Singapore Taiwan Foreign Minister Chen Tan-Sun, who dismissed Singapore as a country the size of a booger, regretted his improper wording, said Foreign Ministry spokesman Michel Lu .",0.9745
"Japanese Utility Plans IPO in October (AP) AP - Electric Power Development Co., a former state-run utility, said Friday it is planning an initial public offering on the Tokyo Stock Exchange in October, a deal that could be the country's biggest new stock listing in six years.",0,World,"Japanese utility plans IPO in October (AP) AP - Electric Power Development Co., a former state-owned utility, said Friday that it is planning an initial public offering on the Tokyo Stock Exchange in October - a deal that could be the country's biggest new listing in six years .",0.9958
"MLB, Va. Officials Meet Chicago White Sox owner Jerry Reinsdorf led a team of negotiators from Major League Baseball in a three-hour meeting Wednesday with the leaders of the Virginia Baseball Stadium Authority.",1,Sports,"Officials from MLB, Va. Meet Chicago White Sox owner Jerry Reinsdorf led a team of negotiators from Major League Baseball in a three-hour meeting Wednesday with the leaders of the Virginia Baseball Stadium Authority .",0.9833
"Guidant merges with Johnson and Johnson Indianapolis, Dec. 16 - An announcement Thursday morning ends weeks of speculation and means that if Guidant shareholders sign off, Indiana will lose one of its few Fortune 500 companies.",2,Business,"Guidant merges with Johnson and Johnson Indianapolis, Dec. 16 - An announcement Thursday morning ends weeks of speculation and means that Indiana will lose one of its few Fortune 500 companies if the shareholders sign off on the company .",0.9843
Aftershock hits Japan quake zone Strong aftershocks are still shaking northern Japan after the country #39;s deadliest earthquake in nine years killed at least 24 people.,0,World,Aftershock hits Japan quake zone Strong aftershocks are still shaking northern Japan after the country's deadliest earthquake in nine years killed at least 24 people .,0.9884
"Report: Explosion Kills 2 Near Chechyna (AP) AP - An explosion rocked a police building in the restive Dagestan region adjacent to Chechnya on Friday, and initial reports indicated two people were killed, the Interfax news agency said.",0,World,"Report: Explosion kills 2 near Chechyna (AP) AP - An explosion rocked a police building in the restive Dagestan region adjacent to Chechnya on Friday and initial reports indicated two people were killed, the Interfax news agency said .",0.9997
"Gone Phishing? Zastrossi writes  quot;According to the Anti-Phishing Working Group, phishing sites--the practice of making sites that look and act like popular sites such as banks in order to steal personal information from customers--rose from 543 sites in September to ",3,Sci/Tech,"According to the Anti-Phishing Working Group, phishing sites -- the practice of making sites that look and act like popular sites such as banks in order to steal personal information from customers -- rose from 543 sites in September .",0.8164
Growth cut THE Bank of England yesterday cut its forecast for UK economic growth next year to 2.5 per cent and said inflation could be below expectations.,2,Business,Growth cut THE Bank of England cut its forecast for UK economic growth to 2.5 per cent yesterday and said inflation could be below expectations .,0.9796
"Kmart and Sears announce merger Kmart Holding Corp and Sears, Roebuck and Co said Wednesday that they are merging to form a new retail company called Sears Holdings Corp that will be the US #39; third-largest retailer with about US\$55 billion in annual revenues.",2,Business,"Kmart and Sears announce a merger - Holding - Corp. and sears, Roebuck and Co. said Wednesday that they are merging to form a new retail company called Sear 's Holdings Corp , which will be the third-largest retailer in the US with about US$55 billion in annual revenues .",0.9186
"British Terror Suspects Make First Court Appearance  LONDON (Reuters) - British terror suspects charged in a  plot linked to security alerts at financial targets in New  York, New Jersey and Washington made their first court  appearance Wednesday inside a high security prison.",0,World,"British terrorist suspects make their first court appearance LONDON (Reuters) - British terror suspects charged in a plot linked to security alerts at financial targets in New York, New Jersey and Washington made their first appearance inside a high security prison on Wednesday .",0.9828
"Hagans Sizes Up Well Quarterback Marques Hagans has impressed in wins over Temple, North Carolina and Akron, completing 43 of 59 passes for 568 yards, three touchdowns and one interception.",1,Sports,"Hagans Sizes Well Quarterback Marques Hagans has impressed in wins over Temple, North Carolina and Akron, completing 43 of 59 passes for 568 yards, three touchdowns and one interception .",0.9959
PALMER BREAKS TOUR DUCK IN STYLE Ryan Palmer came from five shots behind with a magnificent 62 to earn his maiden PGA Tour tournament victory at the Funai Classic on Sunday.,1,Sports,PALMER BREAKS TOUR DUCK IN STYLE Ryan Palmer came from five shots behind with a magnificent 62 to earn his maiden PGA Tour tournament victory at the Funai Classic on Sunday .,1.0
"Pacifist Japan boosts  #39;self-defence #39; measures After almost 60 years of pacifism, Japan today overhauled its defence policy; easing an arms exports ban and singling out North Korea and China as security threats.",0,World,"After almost 60 years of pacifism, Japan today overhauled its defence policy, easing an arms export ban and identifying North Korea and China as security threats .",0.8642
Row over Australian army photo A picture of Australian troops dressed as members of the Ku Klux Klan stirs accusations of racism.,0,World,Row over Australian army photo A picture of Australian troops dressed as members of the Ku Klux Klan stirs accusations of racism .,1.0
"Rumsfeld turns to radio interviews in battleground states to defend Iraq situation (AFP) AFP - US Defense Secretary Donald Rumsfeld says he has been ordered not to comment on the presidential elections, but it hasn't kept him from defending the war in Iraq in interviews with radio talk show hosts in battleground states.",0,World,"Rumsfeld turns to radio interviews in battleground states to defend Iraq situation (AFP) AFP - US Defense Secretary Donald Rumsfield says he has been ordered not to comment on the presidential elections , but that hasn't kept him from defending the war in Iraq in interviews with radio talk show hosts in the warground states .",0.9834
"Microsoft slaps down Intel #39;s Itanium chip THE CINDERELLA of Intel #39;s chips, the Itanium, has been told it can #39;t go to the Microsoft #39;s supercomputer ball. That #39;s according to a report on Infoworld, which claims that the software giant will only support ",3,Sci/Tech,"Microsoft slaps down the Intel #39;s Itanium chip THE CINDERELLA of Intel # 39;s chips, the Itenium, has been told that it can't go to the supercomputer ball of Microsoft , according to a report on Infoworld , which claims that the software giant will only support it .",0.9674
"OECD tips US growth slowdown in 2005 US economic growth will slow to 3.3 per cent in 2005, more than a full percentage point below this year, with the effect of high energy prices dragging on the economy for the next few quarters, the OECD said on Tuesday.",2,Business,"OECD tips US growth slowdown in 2005 US economic growth will slow to 3.3 per cent in 2005 , more than a full percentage point below this year , with the effect of high energy prices on the economy for the next few quarters , said the organization on Tuesday .",0.9963
"Dell rides the wave to consumer gadgets (USATODAY.com) USATODAY.com - Dell will set out Thursday to conquer markets dominated by Apple, Hewlett-Packard and others with products that include its first small digital music player, photo printer and plasma TV.",3,Sci/Tech,"Dell rides the wave to consumer gadgets (USATODAY.com) - Dell will set out Thursday to conquer markets dominated by Apple, Hewlett-Packard and others with products that include its first small digital music player, photo printer and plasma TV .",0.9877
"Apple offers 2004 financial details Apple's latest Form 10-K filing with the Securities and Exchange Commission offers a look at how the company did this past year, how it thinks it's doing and what's to come.",3,Sci/Tech,"Apple offers financial details for 2004 Apple's latest Form 10-K filing with the Securities and Exchange Commission offers a look at how the company did this past year, how it thinks it is doing and what is to come .",0.9853
"TheStreet.com May Be Up for Sale -- Report (Reuters) Reuters - TheStreet.com Inc. , the\financial news and commentary Web site, may be up for sale,\according to a report in Business Week, sparking a 7 percent\rise in its shares.",3,Sci/Tech,"TheStreet.com may be up for sale -- Report (Reuters) Reuters - According to a report in Business Week , theFinancial News and Commentary Web site may be for sale , sparking a 7 percent increase in its shares .",0.9277
"Israeli Soldiers Kill Palestinian Gunman in Gaza -Army (Reuters) Reuters - Israeli soldiers shot and killed a\Palestinian gunman on Monday as he approached a military\outpost near a Jewish settlement in the southern Gaza Strip, a\military source said.",0,World,"Israeli soldiers kill a Palestinian gunman in the Gaza army (Reuters) Reuters - Israeli soldiers shot and killed a  Palestinian gunman on Monday as he approached a military outpost near a Jewish settlement in the southern Gaza Strip , a military source said .",0.9853
"Goss Gets Senate Panel's OK for CIA Post (AP) AP - A Senate panel on Tuesday approved the nomination of Rep. Porter Goss, R-Fla., to head the CIA, overcoming Democrats' objections that Goss was too political for the job.",0,World,"Goss gets the approval of a Senate panel for the CIA Post (AP) AP - A Senate panel approved the nomination of Rep. Porter goss, R-Fla., to head CIA on Tuesday , overcoming Democrats' objections that Gos ' was too political for the job .",0.9661
India's Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement it will buy the Asia-Pacific steel operations of Singapore's NatSteel Ltd.,0,World,Tata expands regional footprint via NatSteel buyout (AFP) AFP - India's Tata Iron and Steel Company Ltd. took a strategic step to expand its Asian footprint with the announcement that it will buy the Asia-Pacific steel operations of Singapore's Nat Steel Ltd.,0.9875
"Putin backs veto for members of expanded Security Council Russian President Vladimir Putin yesterday rejected a key recommendation of a United Nations panel on expanding the UN Security Council, saying any reform would be one-sided if new members did not have veto power.",0,World,"Putin backs veto for members of the expanded Security Council Russian President Vladimir Putin rejected a key recommendation of a United Nations panel on the expansion of the UN Security Council yesterday, saying that any reform would be one-sided if new members did not have a vote power .",0.9806
"=== Houston re-signs Vizcaino to one-year contract === Houston, TX (Sports Network) - The Houston Astros re-signed free agent infielder Jose Vizcaino to a one-year contract on Friday. Vizcaino appeared in 138 games for the Astros in 2004, his fourth season with ",1,Sports,"=== Houston re-signs Vizcaino to a one-year contract == Houston, TX (Sports Network) - On Friday, the Houston Astros resigned free agent infielder Jose Vizcasino for a year . In 2004, he appeared in 138 games for the Astros in his fourth season .",0.9529
"Halliburton suffers loss on asbestos claims HOUSTON -- Oilfield services giant Halliburton Co. on Tuesday swung to a loss in the third quarter ended Sept. 30, hurt by hefty charges from discontinued operations related to the settlement of asbestos and silica claims.",2,Business,"Halliburton suffers a loss on asbestos claims HOUSTON -- Oilfield services giant HalliBurton Co. swung to a profit in the third quarter ended September 30 , hurt by hefty charges from discontinued operations related to the settlement of asbestos and silica claims .",0.9818
"Australia Police to Trap Cyberspace Pedophiles (Reuters) Reuters - Australian police acting as part of an\international ""cyber cop"" network will be able to trap\pedophiles who use the Internet to ""groom"" or lure children for\sex, under new laws passed by parliament on Tuesday.",3,Sci/Tech,"Australia Police to trap cyberspace pedophiles (Reuters) Reuters - Under new laws passed by parliament on Tuesday , Australian police will be able to trap acyber cops who use the Internet to ""groom"" or lure children for sex .",0.9688
"Bill Gates Gets 4 Million E-Mails a Day Bill Gates might not use AOL, but he's definitely got mail. The Microsoft Corp. chairman receives millions of Internet messages a day, said Steve Ballmer, the company's chief executive. ""Bill literally receives 4 million pieces of e-mail per day, most of it spam,"" Ballmer said Thursday.",3,Sci/Tech,"Bill Gates receives 4 million e-mails a day , but he's definitely got mail : The Microsoft Corp. chairman receives millions of Internet messages every day, said Steve Ballmer, the company's chief executive . ""Bill receives literally 4 million pieces of email per day, most of it spam,"" Ballmer said Thursday .",0.9457
"Cocky Arsene Arsene Wenger is confident that Arsenal will make the knockout stages of the Champions League, despite needing to beat Rosenborg to make sure.",1,Sports,"Arsene Cocky is confident that Arsenal will make the knockout stages of the Champions League , despite having to beat Rosenborg to make sure .",0.9089
"OPEC Eyes Caution, Supply Weighs on Price  VIENNA (Reuters) - OPEC may resist calls to raise oil  output quotas much, if at all, when it meets this week for fear  of turning a decline from record prices into a rout.",2,Business,"OPEC Watches Caution, Supply Weighs on Price VIENNA (Reuters) - The oil industry may resist calls to raise oil output quotas much, if at all, when it meets this week for fear of turning a decline from record prices into a rout .",0.9851
King Pong Draws Fans Spike TV's Video Game Awards Show attracts big-name celebrities and bands but gives the fans the votes.,3,Sci/Tech,"King Pong draws fans Spike TV's video game awards show attracts big-name celebrities and bands, but gives the fans the votes .",0.9997
MOTOR RACING: FERRARI IN TALK FURY FERRARI are to snub crucial talks at Heathrow today aimed at revolutionising Grand Prix racing. The Italian giants are the only team blocking radical changes that could save the leading outfits ,1,Sports,MOTOR RACING: FERRARI IN TALK FURY Today ferrari are to snub crucial talks at Heathrow aimed at revolutionising Grand Prix racing. The Italian giants are the only team blocking radical changes that could save the leading outfits .,0.9736
Serena Ends Mauresmo's Year-End No. 1 Bid (AP) AP - Serena Williams is in love  #151; with her new attacking game and herself.,1,Sports,Serena Ends Mauresmo's Year-End No. 1 Bid (AP) AP - serena Williams is in love #151 with her new attacking game and herself.,0.9985
"Deadly fire sweeps through China mines SHAHE, CHINA - Nine people were confirmed dead and 57 remained missing late Sunday after a fire swept through five iron ore mines in northern China, the Xinhau news agency said.",0,World,"Deadly fire sweeps through China mines SHAHE, CHINA - Nine people were confirmed dead and 57 remained missing late Sunday after a fire swept through five iron ore mines in northern China , the Xinhau news agency said .",1.0
"French minister returns empty handed Leaving behind two French reporters still held hostage in Iraq, France #39;s foreign minister headed home from the Middle East but said they were still believed to be alive and that efforts to free them would continue.",0,World,"French minister returns empty handed Leaving behind two French reporters still held hostage in Iraq, the French Foreign Minister headed home from the Middle East but said they were still believed to be alive and that efforts to free them would continue .",0.9927
"Pro tours: The stops   the talk PGA Event: 84 Lumber Classic Site: Nemacolin Woodlands Resort  amp; Spa, Mystic Rock Course (7,276 yards, par 72), Farmington, Pa. Schedule: Today-Sunday. Purse: \$4.2 million. Winner's share: \$756,000. Television: ESPN (today, 3:30-6 p.m.; tomorrow, 3:50-6; Saturday, 3:30-5:30; Sunday, 3-6). Last year: J.L. Lewis closed with a course-record 62 for a two-stroke victory over Frank Lickliter, Stuart Appleby, and Tim Petrovic. ...",1,Sports,"The stops the talk PGA Event: 84 Lumber Classic Site: Nemacolin Woodlands Resort amp; Spa, Mystic Rock Course (7,276 yards, par 72), Farmington, Pa. Schedule: Today-Sunday. Purse: $4.2 million. Winner's share: $756,000. Television: ESPN (today, 3:30-6 p.m.; tomorrow, 3:50-6; Saturday 3:30-5:30; Sunday 3-6) Last year: J.L. Lewis",0.8785
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE     SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",3,Sci/Tech,"Rivals try to turn the tables on Charles Schwab By MICHAEL LIEDTKE SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, the discount stock broker SCH (SCH) has been an annoying stone in the wing-tipped shoes of Wall Street for decades ...",0.9706
Life After Yasir Arafat His successors wanted an orderly funeral. They brought in bulldozers to clean up Yasir Arafat #39;s broken-down headquarters in Ramallah.,0,World,His successors wanted an orderly funeral and brought in bulldozers to clean up Yasir Arafat #39;s broken headquarters in Ramallah .,0.9197
"Fannie Mae Pays the Price of Cutting Corners to Look Safe Two regulatory agencies have concluded that Fannie Mae cut corners when it came to its accounting, and that has severely damaged its image.",2,Business,"Fannie Mae Pays the Price of Cutting Corners to Look Safe Two regulatory agencies have concluded that when it came to its accounting, Fannie mae cut corners and that has severely damaged its image .",0.9961
ATI launches new Radeon Xpress 200 chipsets for AMD K8 platform ATI Technologies today announced the availability of its new Radeon Xpress 200 series of core logic chipsets for the AMD K8 desktop platform.,3,Sci/Tech,ATI launches new Radeon Xpress 200 chipsets for the AMD K8 platform ATI Technologies today announced the availability of its new x-ray xpress 200 series of core logic chips for the K8 desktop platform .,0.9601
"Yukos bosses in exile, its survival in doubt Russian oil company Yukos, with shares near all-time lows and its bosses in exile, warned last night it is being driven toward bankruptcy.",2,Business,"Yukos bosses in exile, its survival in doubt Russian oil company Yukos, with shares near all-time lows and its boss in exil, warned it is being driven toward bankruptcy last night .",0.994
"Tennis: Canas crushes Novak to reach Shanghai final, faces &lt;b&gt;...&lt;/b&gt; SHANGHAI : Argentina #39;s Guillermo Canas dominated Jiri Novak of the Czech Republic to book his place in the final of the 380,000-dollar ATP Shanghai Open tennis tournament against unheralded German Lars Burgsmuller.",1,Sports,"Tennis: Canas crushes Novak to reach the Shanghai final , faces &lt;b&gt;...  SHANGHAI : Argentina #39 dominated Jiri Novak of the Czech Republic to book his place in the final of the 380,000-dollar ATP Shanghai Open tennis tournament against the unheralded German Lars Burgsmuller .",0.9683
Red Hat Buys Netscape Enterprise Suite Technologies Red Hat chairman and chief executive Matthew Szulik said in a statement:  quot;Directory Server and Certificate Management System have already been widely deployed in the enterprise and are mature ,3,Sci/Tech,Red Hat buys Netscape Enterprise Suite Technologies Red Hat Chairman and Chief Executive Matthew Szulik said in a statement: quot;Directory Server and Certificate Management System have already been widely deployed in the enterprise and are mature .,0.9948
"George: Loss evicts Marlins #39; playoff hopes MIAMI GARDENS - Monday was supposed to be moving day for the Florida Marlins, a playoff contender already marked extremely fragile.",1,Sports,"George: Loss evicts Marlins #39; playoff hopes MIAMI GARDENS - Monday was supposed to be moving day for the Florida Marliners , a playoff contender already marked extremely fragile .",0.9762
"More gold for Britain as Wiggins strikes Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit.",1,Sports,"Bradley Wiggins has given Britain their second Olympic cycling gold medal in two days, winning the men #39;s 4-km individual pursuit .",0.9165
"Florida weather may help Israeli citrus industry As sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #39;s 2.8 million residents this week has not been from the Republican ",2,Business,"The Florida weather may help the Israeli citrus industry As the sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #39;s 2.8 million residents this week has not been from the Republican Party",0.9846
"Two Millwall fans stabbed, hospitalized BUDAPEST, Hungary -- UEFA has charged Hungary #39;s Ferencvaros after their fans threw missiles and shouted racist abuse in Thursday #39;s UEFA Cup tie against Millwall.",1,Sports,"Two Millwall fans stabbed, hospitalized BUDAPEST, Hungary -- UEFA has charged Hungary #39;s Ferencvaros after their fans threw missiles and shouted racist abuse in Thursday #39's match against Millwall .",0.993
"Users Buoyed by Monthly Patch Releases OCTOBER 18, 2004 (COMPUTERWORLD) - Microsoft Corp. #39;s move to a monthly patch-release cycle one year ago this month has made it easier to install security updates for Windows and other products, IT managers said last weekeven as they were greeted with a ",3,Sci/Tech,"Users Buoyed by Monthly Patch Releases OCTOBER 18, 2004 (COMPUTERWORLD) - Microsoft Corp. #39;s move to a monthly patch release cycle a year ago this month has made it easier to install security updates for Windows and other products, IT managers said last week as they were greeted with a patch release .",0.9775
"Video Games Used to Relax Kids in Hospital (AP) AP - Letting children play video games on a Game Boy in the operating room before undergoing surgery can help relax them better than tranquilizers or holding Mommy's hand, researchers say.",3,Sci/Tech,Video Games Used to Relax Kids in Hospital (AP) AP - Letting children play video games on a Game Boy in the operating room before surgery can help relax them better than tranquilizers or holding Mommy's hand .,0.9912
"Mark Cuban prompts dot-com redux reporteri #39;s notebook SAN FRANCISCO--Hope and cynicism sparred to a draw on Tuesday at the glitzy opening banquet of Web 2.0 conference here, as serial entrepreneur and reality TV show host Mark Cuban took the stage to talk about what #39;s next for the 10-year ",3,Sci/Tech,"Mark Cuban prompts dot-com redux reporteri #39;s notebook SAN FRANCISCO--Hope and cynicism sparred on Tuesday at the glitzy opening banquet of the Web 2.0 conference here, as serial entrepreneur and reality TV show host mark Cuban took the stage to talk about what is next for the 10-year period .",0.9633
"Automakers sue California over emissions FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world #39;s toughest vehicle emissions standards, adopted by California regulators in September to cut greenhouse gases.",2,Business,"Automakers sue California over emissions FRESNO, Calif. -- Automobile manufacturers sued on Tuesday to block the world's toughest vehicle emissions standards, adopted by California regulators in September to reduce greenhouse gases .",0.979
"IBM To Amp Integration with Venetica Buy (NewsFactor) NewsFactor - IBM (NYSE: IBM) has said it will purchase Venetica, a privately held firm that provides content-integration software to unstructured data sources.",3,Sci/Tech,"IBM To Amp Integration with Venetica Buy (NewsFactor) Newsfactor - IBM (NYSE: IBM) has announced that it will buy venetica, a privately held firm that provides content integration software to unstructured data sources .",0.9972
"US rate rise locked in for Wednesday (AFP) AFP - The unexpected boom in US job creation in October has locked in an interest rate rise and will likely encourage another tightening in December, analysts said.",2,Business,"US rate rise locked in for Wednesday (AFP) AFP - The unexpected boom in US job creation in October has locked in an interest rate rise and will likely encourage another tightening in December, analysts said .",1.0
"Israeli tank kills three Egyptian troops An Israeli tank has opened fire and killed three Egyptian troops in a border zone near the Gaza Strip after mistaking them for Palestinian arms smugglers, Israeli security sources say.",0,World,"Israeli tank kills three Egyptian troops An Israeli tank opened fire and killed three Egyptian soldiers in a border zone near the Gaza Strip after mistaking them for Palestinian arms smugglers, Israeli security sources say .",0.9919
"Appeals court faults Oracle in shareholder suit Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales.",3,Sci/Tech,Appeals court faults Oracle in shareholder suit Judges send case back to lower court to sort out allegations of improper bookkeeping and suspicious stock sales .,0.9928
"UPDATE 2-TD, Banknorth in talks on possible deal Toronto Dominion Bank (TD.TO: Quote, Profile, Research) said on Wednesday that it is in talks with US-based Banknorth Group (BNK.N: Quote, Profile, Research) about a possible deal, in line with the Canadian bank #39;s push for ",2,Business,"UPDATE 2-TD, Banknorth in talks on a possible deal with the Toronto Dominion Bank (TD.TO: Quote, Profile, Research) said on Wednesday that it is in talks with the US-based bank N.B.K. (BNK.N: quote, profile, research) about a potential deal, in line with the Canadian bank #39;s push for a deal .",0.9505
